# x	y
3.015877004242777104e-02 3.431508818903468705e-01
3.015908823153472251e-02 1.019080871433962199e-01
3.015908823153472598e-02 1.003451710317484757e-01
3.015926724899986935e-02 9.903947843132164530e-02
3.015941081024694700e-02 9.751071097819559441e-02
3.016247615890146200e-02 9.739075597614982316e-02
3.016336574141951013e-02 9.737181689321321165e-02
3.017347966587394237e-02 9.668708671703969693e-02
3.019397342061500358e-02 9.638954256167624191e-02
3.019397342061501399e-02 9.477979883720152876e-02
3.019945762325407235e-02 9.224026993438223798e-02
3.020088529139552946e-02 9.178477729156535314e-02
3.020932126657000297e-02 9.173423693857404859e-02
3.020933687623401573e-02 9.148253863732430657e-02
3.021077469858943904e-02 9.142516543496934101e-02
3.021693714446558807e-02 9.136417631134846618e-02
3.021968258728015971e-02 9.106280758711469969e-02
3.022815954116783027e-02 8.965577946031767775e-02
3.023776858279474122e-02 8.930849668359232274e-02
3.026081623994168399e-02 8.900642143618900382e-02
3.027081490327259566e-02 8.883014643816114497e-02
3.032822857651287091e-02 8.842811747612093487e-02
3.033448865810340483e-02 8.765959894861972967e-02
3.033655989817085966e-02 8.740078993895492032e-02
3.034319264550295117e-02 8.726925507128370507e-02
3.038744589181842717e-02 7.903075791688188301e-02
3.038755384984602112e-02 7.873205403296994198e-02
3.039609778034531307e-02 7.836318883096013432e-02
3.039612866297945401e-02 7.835755928068452447e-02
3.040455658493384367e-02 7.788300188819435865e-02
3.040629656925829608e-02 7.742439934207155650e-02
3.041668917038845704e-02 7.676735405401530210e-02
3.045139045404457109e-02 7.565796094514139203e-02
3.045163711184163333e-02 7.541748483917956603e-02
3.045751414764008222e-02 7.524340499663437209e-02
3.046214627095162816e-02 7.521686478019233568e-02
3.046573665682213855e-02 7.498258388340868497e-02
3.046628987306079436e-02 7.451056248211049282e-02
3.046952816862337488e-02 7.437111870508429645e-02
3.047192695395710763e-02 7.431870923375318017e-02
3.047799831450842892e-02 7.429417828154685766e-02
3.048196848964478470e-02 7.395332811667269801e-02
3.048271272096979290e-02 7.394197480000827549e-02
3.048462794462514572e-02 7.387226039403403666e-02
3.049190222484297538e-02 7.384708814685542189e-02
3.049830876121119652e-02 7.319623798774889389e-02
3.051196999802642182e-02 7.290356684284364508e-02
3.052496545246418183e-02 7.285744162944871039e-02
3.052501972724551427e-02 7.259508331436985429e-02
3.052501972724551774e-02 7.258968590754331929e-02
3.054578563887823048e-02 7.213485929619835313e-02
3.055808018627613476e-02 7.190225285921578169e-02
3.056612733400485699e-02 7.075647981118954322e-02
3.056930225046114100e-02 7.063953601771938429e-02
3.060759588064227918e-02 7.061132941378690797e-02
3.061195543823458376e-02 7.006238832522170001e-02
3.062205445901644216e-02 6.991528553780114452e-02
3.062213861255300151e-02 6.991005276343477404e-02
3.062290889746837469e-02 6.989818375102321846e-02
3.062363801888065215e-02 6.947537383402997702e-02
3.065000534247803651e-02 6.889962576508648628e-02
3.066192312618077134e-02 6.859359638628576006e-02
3.066630838788599045e-02 6.849916039427585146e-02
3.066633725414001990e-02 6.842778365776798488e-02
3.067071861603148930e-02 6.840883171283632103e-02
3.069412654559329143e-02 6.823079666530476595e-02
3.072451552040204523e-02 6.747510848077975520e-02
3.072622445402153554e-02 6.743971841643332799e-02
3.076975499973163067e-02 6.727004697607202877e-02
3.077250587407558483e-02 6.723834993205066168e-02
3.077262615752490021e-02 6.710785142357636457e-02
3.078378944460434183e-02 6.679138359736766506e-02
3.079724305480473906e-02 6.666657374189838281e-02
3.082024651734780255e-02 6.647332217262900966e-02
3.083530054824052194e-02 6.635720236547909545e-02
3.086119184234714305e-02 6.629731014409301348e-02
3.086358832075987435e-02 6.602751459585580462e-02
3.089846339443117276e-02 6.596803524013167275e-02
3.090369192593089148e-02 6.592289167082331092e-02
3.091698618340783453e-02 6.589165801658547483e-02
3.092010197055214751e-02 6.589057117242574924e-02
3.092016684687929479e-02 6.582181204559905963e-02
3.092021552825504130e-02 6.580024999525059537e-02
3.093040337602976850e-02 6.576879800433375889e-02
3.094216681701385252e-02 6.572378266698933325e-02
3.095076295118878718e-02 6.570818592333896313e-02
3.095641811672268998e-02 6.556994338525752586e-02
3.095700603203757617e-02 6.556366301095326032e-02
3.097372804300661461e-02 6.547797841665672913e-02
3.100152154046966618e-02 6.519249316492838064e-02
3.100161871863749141e-02 6.519121590706251912e-02
3.100297521102077583e-02 6.514440290151436719e-02
3.101526943928986646e-02 6.514109747899565761e-02
3.102360699452080817e-02 6.505040948205528806e-02
3.103176872434221245e-02 6.503366826184363292e-02
3.103203600950312641e-02 6.503287261988174861e-02
3.105207964230852213e-02 6.486771464188430258e-02
3.109668442819416012e-02 6.456240400638176002e-02
3.110488120962367348e-02 6.452552141943569686e-02
3.110488120962368042e-02 6.451655346956743087e-02
3.115151530114590103e-02 6.436406809605824120e-02
3.115441747187064347e-02 6.435366032794249957e-02
3.115441747187064694e-02 6.435339838295275894e-02
3.116910708927776719e-02 6.433222197542363963e-02
3.630490672655582035e-02 6.398745492097249188e-02
3.794947488967339438e-02 6.385660965901132635e-02
3.796238098445806064e-02 6.381636835213999603e-02
