# $NEW GRAPH$

# $NEW TRACE 2D$
# $LEGEND$: $$
# $LABEL X$: $Objective (or constraint)$
# $LABEL Y$: $Objective (or constraint)$
# $BEGIN DATA$
-330.66049219379806	-75.93236670603223
-427.49940097633873	0.0
-178.30104371892213	-40.94715784686264
-329.34618527274296	-75.63227622906209
-76.13238999447839	-17.48569326581624
-330.79865332610314	-75.96617056698388
-429.68015329313795	-98.6776298681788
-197.45558383623546	0.0
-110.59206444352853	-25.398055487152206
-332.897697908466	-76.46422025364596
-505.50403386391133	-116.08948501063989
-60.07873972980186	-13.797534486309207
-309.19070784940953	0.0
-268.841227173881	-61.74486856112605
-520.2246768890888	-119.46575459553237
-70.1996480849045	-16.123691078636615
-349.13435955157263	-80.19337748809107
-122.98851979828433	-28.248546546577007
-26.926352064012278	-6.1840816595433665
-222.88055006021278	-49.876959611217295
-210.78451940812724	-48.41116232947711
-330.5227181988197	-75.95430235140354
-413.1673300511542	0.0
-369.6643946617668	-84.91059001002333
-453.42427814861173	-104.14508798426023
-8.496907188753546	-1.9518590435432692
-351.7334105370083	-80.8367480634764
-321.17461631656226	-73.76370451265561
-113.29651048184789	-26.017915652763904
-277.8320794277132	-63.81648502043889
-346.3050630255472	-79.54477458759823
-594.5923199955813	0.0
-251.48762756281627	-57.76720993067649
-49.60608149382702	-11.407986662863248
-76.55533824095383	-17.582981448545187
-516.3516687144463	0.0
-488.21771824945347	0.0
-182.23489221075573	-41.87706281541053
-194.14361209217947	-44.59262666243417
-552.5663027867681	0.0
-112.12589033808572	-25.758758628926245
-70.37211883825867	-16.163477686426518
-28.908840010122002	-6.639985489608711
-106.16630959308199	0.0
-349.1506812149077	-80.20175474153977
-122.97781770691934	-28.243192471604704
-311.4674388750648	-71.52651567752011
-166.70458806355342	-38.28531369555765
-81.25147403347276	-18.661840119999077
-252.32345160612033	-57.95273061489041
-479.7145706693651	0.0
-253.3761873616158	0.0
-208.22895582355284	-47.84315494195619
-527.4184459864636	-121.14618690917911
-208.3895282690638	-47.855380395251174
-327.1543642058177	0.0
-250.01046007236667	-57.4185146905017
-285.2729308965089	-65.51325987869717
-48.149743200092615	0.0
-382.0092978423953	-87.76486971699836
-62.91218069647538	-14.451885184980616
-467.00869767938394	-107.24853611399018
-387.39971589314626	-88.97719550503875
-379.14263273202755	-87.08661293621996
-192.2296146064775	-44.21798053734787
-42.54052342651129	0.0
-116.05477389037118	-26.65373800729881
# $END DATA$




