Machine,tau_k,e,hm,ha,Lz,lq,F_active,THD,mass,time
1,0.023108476744238514,0.007943556200572936,0.009608621458349216,0.004898250323111022,0.0498652873882393,0.0039705131245716205,101.90324566662557,0.03370058481854217,0.3770243313656083,0.05440460661108973
2,0.01419101328373511,0.004452566747626624,0.009982441770236047,0.0022524785488057947,0.04467646103312935,0.00212047835180319,21.540304556380296,0.030138817987151123,0.19278977696858154,0.08461767226684277
3,0.02147952650984084,0.006815391303074239,0.00988593734933866,0.003351705061073747,0.04741776887698342,0.0030254169143162694,52.51475940221136,0.030445797900603522,0.25979225795354843,0.06290966980871854
4,0.013978155777658527,0.004452566747626624,0.009954737765430665,0.0026281878752271474,0.04955954868825869,0.0019897288846712595,26.21309929803572,0.030438782562611715,0.20124274519192117,0.07836929206433564
5,0.024043024889325693,0.0071129095733142595,0.009175089249845947,0.004837431402965614,0.04997041480824098,0.003396587998792805,90.40803531152068,0.03231664992462846,0.3394492754290882,0.054806102767071437
6,0.023162551317772003,0.007423267058063525,0.009113438922424387,0.004896445226867996,0.049312695985204935,0.0035870591308633775,92.71612079021884,0.031482576073777475,0.35020617631689266,0.05497044690519872
7,0.023740450308383475,0.007422772363267139,0.009924191699286364,0.004630459460667209,0.04901472063829316,0.0035919775444945754,89.1399931298416,0.031026597651598847,0.3404448722142899,0.05527542544672473
8,0.02393434975573386,0.007131599122263489,0.0094476691701229,0.00483595939368746,0.0495947911577147,0.003396587998792805,89.63916497312226,0.032053385179054754,0.338026931148116,0.054925212226131344
9,0.02249138344803379,0.007132610434608095,0.0094476691701229,0.00496377564344605,0.04958307731883091,0.003396587998792805,89.31961620866333,0.031480028044550995,0.34040712857070454,0.055216756548143384
10,0.01419101328373511,0.004452566747626624,0.009981939810361464,0.0022524785488057947,0.04826888926670782,0.00212047835180319,23.272342181313505,0.03013883789478604,0.19565731331739855,0.08201116653799949
11,0.02393580274803518,0.007131599122263489,0.009449401897335499,0.00483595939368746,0.04962069838537773,0.003396587998792805,89.6891018563347,0.03205469857649283,0.3381111087021481,0.05491675611120018
12,0.0237197683657074,0.007418344158411683,0.009945357049030382,0.0042811915756085514,0.049397482277255766,0.003497883672999967,81.42581561367247,0.030815602964643387,0.3227776008997047,0.05631390312883252
13,0.01419101328373511,0.004491782182573173,0.009992626446265258,0.0023867899885739808,0.04980624896330699,0.0019314358840288454,23.2313505950452,0.03018968931635479,0.19489144995184018,0.08192268114311224
14,0.01419101328373511,0.004452566747626624,0.009945504003049464,0.0024773218291415746,0.04826888926670782,0.0019516560175765428,23.71849824116831,0.030262649063328807,0.19604968148315466,0.08131758458838806
15,0.02321695096885303,0.007387977910316556,0.009556208254791383,0.004091545668914698,0.04929270997755418,0.003398546846463242,74.93857745395626,0.030787706217242517,0.30911605451750856,0.057445108217467004
16,0.01419101328373511,0.004452566747626624,0.009946364666376521,0.0026281878752271474,0.04730820555152036,0.0019516560175765428,24.716926902688545,0.030387811725792045,0.19824537451880855,0.08010309350482121
17,0.023178415537551803,0.007237794228664613,0.00994993683277612,0.004464043780625653,0.0498683504575878,0.003490545371806841,84.9531201265006,0.03095470591251904,0.32979072867894554,0.05572813992710462
18,0.01419101328373511,0.004452566747626624,0.009987486452550286,0.0025412586173248256,0.04826888926670782,0.0019516560175765428,24.359779418416533,0.030310230990684334,0.19734344730297426,0.08050441028184857
19,0.021472550031971786,0.006815391303074239,0.009899068114412523,0.003402967455456327,0.04741776887698342,0.0031920368720580856,56.233997175288714,0.030457394380887806,0.2687696480339828,0.0618351797257408
20,0.021460622962045654,0.006815391303074239,0.009697904865753634,0.003408493765516351,0.04980677541773161,0.0031920368720580856,59.09620251583486,0.030486547608865322,0.27369739153701467,0.06086961229489763
21,0.02248254016601646,0.00710702959001401,0.009985354066592149,0.004024031764615967,0.04973293133513224,0.0031545240259007934,69.01738046142837,0.030688574513434746,0.2937130342169727,0.05834818718572483
22,0.02147952650984084,0.006815391303074239,0.009899068114412523,0.0034517853063248997,0.04741776887698342,0.0031920368720580856,57.029820820844634,0.030470642574348793,0.27036623115373104,0.061584328947058564
23,0.02354473211264963,0.007418344158411683,0.009932354227453371,0.004452252305560783,0.048283090304803704,0.003497883672999967,82.23836386451609,0.03090072024548156,0.325533491224278,0.05627371680953061
24,0.021472550031971786,0.006817640583493368,0.009953908468338463,0.003999039955928384,0.04973293133513224,0.0033931922505947777,73.1505730738157,0.030738018718116857,0.30439141424544736,0.05769687964138538
25,0.01419101328373511,0.004452566747626624,0.009973874439514268,0.002660244927799716,0.04826888926670782,0.0019516560175765428,25.534397162148498,0.030417037645910954,0.19975114443467318,0.07910916982567372
26,0.02146576116054914,0.006820419172626802,0.009885080389760933,0.003588945641543217,0.049553471962572496,0.0030738651312588743,59.56782955683919,0.03052619499290348,0.2736700935263527,0.060625142956159186
27,0.021472550031971786,0.006815391303074239,0.009976346388749028,0.003672011095302471,0.048287157988958815,0.003180065254805111,61.42748618336257,0.03054767465500509,0.2788311472951476,0.06026071286049861
28,0.022431906277802793,0.0070955130861643295,0.00989894908038712,0.0039039189366006995,0.047418788619853866,0.003158573269681606,63.983506520150414,0.03064059534193945,0.2844730870006981,0.059639166832204285
29,0.023178415537551803,0.007237794228664613,0.009951182578040431,0.004404586752807327,0.04960997009803379,0.003490545371806841,83.48626643226542,0.03091655500884614,0.32681122674631524,0.05596106323817063
30,0.021576976224494906,0.006820419172626802,0.009885080389760933,0.003899835069590029,0.049553471962572496,0.00315129170445667,66.23345195956216,0.03066870908132151,0.28794328007906345,0.0589738895621354
31,0.021578887142747038,0.006815203924885995,0.009887335269129872,0.003899707956541426,0.04929259906125254,0.003072443855875814,64.25061668314125,0.030667676349222326,0.28332487915623,0.059394837625381613
32,0.022431906277802793,0.007107847182505843,0.00965583793857619,0.003702288611602533,0.049620541835706224,0.0031255511071567074,62.896477257738965,0.030592160310081298,0.2811155527685584,0.05979629411989738
33,0.021472550031971786,0.006815391303074239,0.009656893953837804,0.003663741838633448,0.04897670320219764,0.0031919888205918204,62.31748535807702,0.030586030391465086,0.2806272720285568,0.06002124099098769
34,0.01419101328373511,0.004452566747626624,0.009945504003049464,0.0026281878752271474,0.04826888926670782,0.0019516560175765428,25.218821545966723,0.030387847745852153,0.19910246751359173,0.07947324028103339
35,0.022431906277802793,0.0071163273909070285,0.00989894908038712,0.003973617834375106,0.047440115445009506,0.003389582601032605,69.7910725326411,0.03068210167028991,0.2987117490592953,0.0585155389821388
36,0.01419101328373511,0.004452566747626624,0.009922886910972558,0.0025030264224044753,0.04826888926670782,0.0019516560175765428,23.975738680650753,0.030282717675850772,0.1965698159021779,0.0809873914276044
37,0.01419101328373511,0.004452566747626624,0.009945504003049464,0.0025291090398357812,0.04872049208734619,0.0019146572669978925,24.00024401738621,0.03030214750256554,0.1964693037238515,0.08092533722798914
38,0.023343797676965615,0.007387977910316556,0.009556208254791383,0.004091545668914698,0.048678267990723896,0.003398546846463242,74.17602578166324,0.030768114257119845,0.3076991999902051,0.05760715088856656
39,0.014060901548578609,0.004452566747626624,0.009976851814968966,0.0026281878752271474,0.04826292620273135,0.001979522082141668,25.46764610902899,0.030401199630660396,0.19981805915987588,0.07922604174770159
40,0.01419101328373511,0.004452566747626624,0.009983062232632268,0.0026391467989103903,0.04826888926670782,0.0019516560175765428,25.32782668457281,0.0303965316179166,0.19932422217606796,0.07934618849596187
41,0.023192879566252596,0.007411203353885125,0.009956877197593004,0.004078677966667491,0.047696136232722036,0.0035182641061126505,74.90130751516493,0.030744014822646503,0.31095483746642827,0.057630044204334645
